NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 17, 1966                                                                                    
ORIGIN TIME (Local)        :  16:41:00                                                                                            
LATITUDE                   :  -10.70                                                                                              
LONGITUDE                  :  -78.70                                                                                              
DEPTH (km)                 :  24.00                                                                                               
MAGNITUDE                  :  8.1 Mw                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  16:41:00
NUMBER OF SAMPLES          :      3283
MAXIMUM ACCELERATION       :   -180.56   -268.24     94.29
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         33.3400         -9.4021         -0.4913         -4.1279
         33.3600         -6.0231         27.7207        -14.7109
         33.3800         -4.1221         20.1807         -0.8799
         33.4000          7.9969        -10.1663         11.7081
         33.4200         21.4279        -17.3093         16.9371
         33.4400         19.5469         -8.5363         12.5151
         33.4600         11.8329        -16.9393          2.7631
         33.4800          6.1919         -8.5013          0.6991
         33.5000         26.6619         13.8487          2.7301
         33.5200         32.8149          9.3367          4.4351
         33.5400         -0.2601          6.8147          4.8681
         33.5600         -6.0181         19.8807          3.5491
         33.5800         15.5069          9.8917          0.2971
         33.6000         12.3949         -1.3003         -7.0899
         33.6200        -12.2531          4.4137        -11.5959
         33.6400        -25.8451          2.2997        -14.6139
         33.6600        -14.4841          5.2467        -20.7019
         33.6800         -5.7331         12.2587        -14.9149
         33.7000        -14.1091          6.8897          1.1301
         33.7200        -24.6241         10.0217          1.7041
         33.7400        -40.9951         14.0517          2.6421
         33.7600        -37.4971          3.6867          8.6761
         33.7800        -23.4921          1.4597          3.8561
         33.8000        -23.9931          6.7667          1.8511
         33.8200        -12.6931          3.2657          5.9481
         33.8400         -0.1121        -25.4943          2.9771
         33.8600        -14.2261        -42.3233          1.2321
         33.8800        -23.9331        -17.8263          2.5781
         33.9000         -8.4001         -8.5453         -0.0249
         33.9200         13.6029         -4.9213         -6.7349
         33.9400         15.3139         20.8577        -12.6499
         33.9600         -7.1811         26.5837         -4.5979
         33.9800        -29.3781         14.5757          5.6701
         34.0000        -18.7791          3.7237          6.0081
         34.0200          9.2299         10.3947         -0.2929
         34.0400          2.1159         16.7907         -6.4949
         34.0600        -22.2401          9.0267         -7.8819
         34.0800        -17.4161          7.8127         -4.8989
         34.1000         -5.5471          2.2997          1.1831
         34.1200         -6.5501        -12.1023          0.7941
         34.1400        -16.6721         -7.7073         -2.5419
         34.1600        -18.2831         13.4607          0.5871
         34.1800         -3.7151         19.9617         -0.9269
         34.2000         12.0949         10.2917         -3.2269
         34.2200         21.8769          7.2197          1.4461
         34.2400         16.7439         14.1207          4.5351
         34.2600          4.0229          6.9847          4.4961
         34.2800         -1.1661        -11.8353         11.1041
         34.3000          8.2229        -16.2233         13.6801
         34.3200          6.3019          5.7087         11.3761
         34.3400        -12.6081         13.9937         11.1261
         34.3600        -15.5021         11.9797          4.5441
         34.3800         -4.9441          7.8567          1.0931
         34.4000         -7.0211         -1.9793          4.0411
         34.4200         -9.6671          2.2047         10.1421
         34.4400          5.4479         -2.6383          9.5551
         34.4600         16.2129          5.6697         -0.1119
         34.4800         14.6039          7.2517         -6.2049
         34.5000          6.5479        -10.3063         -8.3609
         34.5200         -5.6771         -7.4473         -8.5279
         34.5400         -5.6401         12.9177         -8.7259
         34.5600          1.2059         17.5967         -8.3239
         34.5800         -1.2761        -20.1603         -8.7569
         34.6000         -2.2851        -36.4513        -14.2069
         34.6200          3.9269        -10.7183        -12.5779
         34.6400         -7.0171         22.5357         -8.1459
         34.6600          0.2869          4.9427         -2.2099
         34.6800         33.6599        -10.3733         11.4951
         34.7000         29.1719         17.0807         10.4151
         34.7200         11.5929         10.6037          5.8681
         34.7400         10.3119          2.4337          7.2021
         34.7600          7.4269          7.9567          3.1401
         34.7800          3.3229         23.3387         -3.3909
         34.8000         -1.7131         28.8557         -4.4729
         34.8200         -6.8951         -1.6353          0.3171
         34.8400         -3.6281         -8.0273          1.8151
         34.8600         -2.4501         -5.9033          0.0041
         34.8800         -7.8051        -20.2683          6.3061
         34.9000        -14.7451         -6.7013         11.9561
         34.9200        -17.7571          8.5457         10.2781
         34.9400        -13.4111          3.0687          4.8041
         34.9600         -7.8491         -8.8853          7.1621
         34.9800        -11.1131         -0.5193         13.3241
         35.0000        -13.4981         21.5447          8.7401
         35.0200          5.3709         10.9657          1.7641
         35.0400         17.0449        -10.0693         -1.5399
         35.0600         13.7159          3.4177          2.5341
         35.0800        -10.2771         19.2807         10.7401
         35.1000        -27.8161          8.2637          7.1741
         35.1200         -5.0481         -4.6533          0.7661
         35.1400          8.7669         16.4767         -0.3229
         35.1600         -2.0041          4.4867         -2.1879
         35.1800         -9.6071        -12.5013         -4.3209
         35.2000         -8.4461         20.8287         -5.3579
         35.2200         -7.9151         19.4707         -3.4599
         35.2400        -13.8801         -0.6883          1.6591
         35.2600        -16.0081         12.6377          8.1081
         35.2800          2.1839         17.8657          9.7851
         35.3000         14.3149         13.5997          2.5021
         35.3200          6.6299          6.8127         -1.7339
         35.3400         -7.2801         -0.6263          3.8021
         35.3600        -13.7391          6.9087          9.5451
         35.3800          0.3679         -2.1403          5.9601
         35.4000         10.8939          4.5177          0.3881
         35.4200         10.9869         11.4607          5.0341
         35.4400         -2.5061        -12.4333          9.1361
         35.4600        -10.0141        -12.9223          5.6571
         35.4800         -5.2801          3.6387          0.8151
         35.5000         -9.2081         17.0267          1.7651
         35.5200        -16.4851         19.6257          6.4281
         35.5400        -21.2391          6.2417          8.6061
         35.5600        -15.9661          4.2607         10.2991
         35.5800        -14.7311         17.1497          9.4261
         35.6000         -9.4921          7.9167          5.7701
         35.6200         -2.8241        -19.5383          3.7501
         35.6400        -21.0741        -17.3253          5.5591
         35.6600        -20.2311         -2.5263          8.3241
         35.6800         11.5909         -7.4623          3.9941
         35.7000         12.2419         -3.0583          4.6361
         35.7200         -9.3871         -8.9103          8.8141
         35.7400         -6.2901        -17.6203          4.5871
         35.7600          9.3609         -4.7983          8.2071
         35.7800          5.8459         12.2117         17.3361
         35.8000         -3.7691         13.1407         15.9101
         35.8200        -10.0561         -0.9053          7.2181
         35.8400         -9.0741         -1.7213          4.9991
         35.8600          5.5599         19.1417          2.7161
         35.8800         11.6499         26.7887          1.7311
         35.9000         -5.1081         13.7867          2.8811
         35.9200         -7.7771         14.0727          4.5491
         35.9400         11.1329         16.7837         12.5211
         35.9600         13.3819         -1.5043         14.9931
         35.9800          0.7409        -14.2433          6.3561
         36.0000        -12.4841         -3.5303          4.6421
         36.0200        -10.8981         -1.9553          6.0351
         36.0400          1.0299        -11.1513          3.6781
         36.0600          3.3219        -18.0653          8.2441
         36.0800          3.3249        -15.0003          9.6741
         36.1000          9.5889        -11.5143          5.4591
         36.1200         11.8079         -7.5923          3.6181
         36.1400         12.8099          3.4837          4.3431
         36.1600         22.1759         15.9687          4.0761
         36.1800         25.7379         24.2457          0.5641
         36.2000         12.0819         11.4407         -1.6809
         36.2200         10.2689          3.6967          1.8941
         36.2400         27.0149        -12.1223          5.8361
         36.2600         23.9819        -20.0683          7.6581
         36.2800         15.6429          6.9567         12.2921
         36.3000         15.9309         15.4537          8.3911
         36.3200         11.5699        -10.5233          3.9201
         36.3400          5.5099        -25.2803          9.0191
         36.3600         -3.4371         -1.4783         11.2851
         36.3800         -1.0501         15.4357          2.9261
         36.4000         10.3069         12.3707         -7.4619
         36.4200         14.5939          8.8427         -2.1499
         36.4400         18.8649         10.8477          7.9641
         36.4600         18.7539         11.3237          3.9851
         36.4800         12.0009         -2.6293         -2.5169
         36.5000          0.8649         -9.9913         -5.7959
         36.5200         -4.0171          3.8267         -7.3329
         36.5400         -3.4301         15.6317         -2.5409
         36.5600        -14.5321         12.0977          2.2711
         36.5800        -22.3321          7.9367          0.9651
         36.6000        -15.5391          7.1067         -0.5379
         36.6200         -1.7861          3.7387          3.1031
         36.6400          0.0459         -6.7333          8.3301
         36.6600        -15.8461         -5.7993         12.6921
         36.6800        -18.6101          6.9457          6.7021
         36.7000        -10.1971         -0.2443          3.3271
         36.7200         -6.6731         -2.5483         12.9591
         36.7400         -1.7611         15.4607         12.3971
         36.7600          8.1859         19.8517          1.5001
         36.7800         -2.9061          8.1837         -2.0369
         36.8000        -19.3271          6.8277          1.6261
         36.8200        -24.3221         10.3317          3.9131
         36.8400        -29.7701          4.5387          4.9691
         36.8600        -20.7301         -3.9703          8.8931
         36.8800          0.1399         -8.4503         11.0711
         36.9000          6.5149         -5.3633          8.9791
         36.9200         -1.7361         -0.8263          4.8581
         36.9400         -3.8811         -3.6953          3.2321
         36.9600         -4.1991         -6.9483          4.8351
         36.9800         -8.8091         -2.7883          5.3561
         37.0000         -9.7731         -7.5363          2.6461
         37.0200          2.5729         -4.6173         -1.8459
         37.0400          6.4609        -16.4773         -3.2769
         37.0600         -4.7081        -31.4603         -4.9959
         37.0800         -6.6461         -3.6743         -8.7179
         37.1000          0.1869         20.5907         -3.8849
         37.1200          8.4889         14.0867          4.4561
         37.1400          2.0229          4.7777         11.3621
         37.1600         -8.4991          2.0467         10.7311
         37.1800         -5.7981          2.6257          1.9081
         37.2000         -0.0591          5.1537          2.0451
         37.2200         -1.4951          8.8917          6.3021
         37.2400        -10.8321          3.4687          3.0411
         37.2600         -6.6431        -10.2843          2.8661
         37.2800         11.6209        -10.9113         13.5591
         37.3000         14.8339        -14.4193         19.8301
         37.3200          6.8829         -1.2033         13.6201
         37.3400          4.4289         -1.4403         11.6701
         37.3600          6.0229        -21.3853         13.5741
         37.3800          9.1139         -9.8093         10.4051
         37.4000          9.2509          7.3737          5.2661
         37.4200          3.2409          3.6627          5.3781
         37.4400         -5.6751          9.1127          9.0101
         37.4600         -9.9361         22.5527          6.0411
         37.4800         -5.7541          0.6757          4.1791
         37.5000         -5.7711        -17.0273          5.9701
         37.5200        -15.3581          1.1017         -0.5549
         37.5400        -13.8451          7.0427        -13.0189
         37.5600          0.0759         -7.3103        -13.9149
         37.5800         14.2599         -4.0223         -4.1689
         37.6000         15.5479          8.3917          2.3011
         37.6200          7.1919         -0.3483          1.4171
         37.6400          3.3559        -14.4113          3.5851
         37.6600          1.7029          0.7347          3.8021
         37.6800         -0.3241         10.8817          0.8371
         37.7000         -2.6011          2.1907          3.1411
         37.7200         -3.8351          4.9527          7.8201
         37.7400          0.1259         16.1797          8.6971
         37.7600          7.2509          9.7797         10.7661
         37.7800          8.6889         -8.2423         13.5051
         37.8000          3.0869        -12.7353          6.2651
         37.8200          0.1499        -14.6173         -3.0029
         37.8400          1.5289        -19.0353         -6.4289
         37.8600          5.1879        -13.5283         -7.2769
         37.8800         -0.6241         -9.4273         -4.7139
         37.9000         -0.6111         -3.6783         -0.2299
         37.9200         15.8169          1.8077          1.6091
         37.9400         21.9509        -10.2753          3.8021
         37.9600          9.6589         -7.5403          6.8761
         37.9800         -8.0801          2.1467          8.1521
         38.0000        -11.8301        -14.0063          5.1541
         38.0200         -7.9151        -10.9313         -3.0619
         38.0400         -5.1081         -6.5293         -9.2409
         38.0600          1.9679        -22.6893        -14.7439
         38.0800          9.2389         -3.3433        -15.2049
         38.1000          4.7649         19.0777         -5.2999
         38.1200         -8.0611         -1.9543          1.1191
         38.1400         -1.9831        -11.4633          1.7261
         38.1600         16.0869         21.6557          2.9551
         38.1800          2.9279         38.4927          5.5271
         38.2000        -16.4601          5.6057          6.6491
         38.2200         -5.4741         -3.2603          5.1711
         38.2400          1.7459         10.3847          4.4981
         38.2600         -6.2641         -2.0233          1.8741
         38.2800         -7.5141        -15.7003         -3.3989
         38.3000         -1.2481        -14.8523         -5.8929
         38.3200         -1.2121          2.1037         -5.8359
         38.3400          6.2989         10.3057         -5.0889
         38.3600         31.0319          9.8847         -1.3939
         38.3800         30.1119         25.3567         -1.8619
         38.4000          8.9549         22.1247         -3.1719
         38.4200          2.2119          8.9597         -1.7079
         38.4400         -2.2131         16.6377         -5.1959
         38.4600         -3.5561         22.0467         -5.7329
         38.4800         10.7879         24.2377         -2.3939
         38.5000         20.3909         13.2747         -0.0069
         38.5200         12.5209         -5.6673          0.6951
         38.5400          1.1409         -3.9663         -3.2539
         38.5600         -5.5071          8.1157         -5.5259
         38.5800         -2.3291         18.1777          0.3551
         38.6000          4.9869          8.5167          3.7681
         38.6200          8.6759        -19.7563          3.9721
         38.6400         15.6199        -23.5623          3.1411
         38.6600          9.4989         -7.7363          2.3741
         38.6800         -9.5681        -12.8613          6.0611
         38.7000        -21.8021        -34.6143          5.7621
         38.7200        -18.8291        -37.8333          0.0111
         38.7400         -8.6391        -18.5543         -7.3419
         38.7600        -10.7871         -3.0423         -7.2209
         38.7800         -8.6811          2.3987          4.0181
         38.8000         -7.4251          6.4327         13.0661
         38.8200        -11.0731          7.3227         12.5861
         38.8400         -4.2161          4.3927          6.0871
         38.8600          4.8669         -4.2623         -1.3139
         38.8800         11.8069         -6.2513         -7.5559
         38.9000         18.0889         10.1687        -13.0439
         38.9200         18.7269          3.8377        -12.6669
         38.9400         13.9459         -9.7593         -6.3339
         38.9600          8.6639          9.2537         -2.1239
         38.9800          4.9039         26.8237         -4.7009
         39.0000          3.5949         17.5637         -8.0139
         39.0200          4.6979         16.2847         -7.4629
         39.0400         17.4509         20.1187         -4.1649
         39.0600         28.2879          5.0617          0.5301
         39.0800         20.7509        -14.8183         -0.9679
         39.1000          4.5929        -14.9183         -3.3869
         39.1200         -1.3861          1.0387         -1.6759
         39.1400         14.0489          3.4627         -2.8529
         39.1600         15.4559          4.6077         -0.9249
         39.1800         -6.3241         16.7767          1.3091
         39.2000        -12.7671          9.6077         -0.5549
         39.2200         -0.0451         -2.2433         -1.1319
         39.2400         -2.3441          4.5047          0.1661
         39.2600        -15.2301         14.3637          4.3641
         39.2800        -10.4281         16.6547          6.8511
         39.3000         -4.9331          7.8127          5.1551
         39.3200        -15.4841          1.3727          5.7351
         39.3400         -6.1711         -3.0973          2.1921
         39.3600         10.4469        -17.1473          0.3811
         39.3800          7.6289        -15.4813          3.2711
         39.4000          0.8499          9.1127         -1.8109
         39.4200         -1.5161         20.6057         -5.3269
         39.4400          6.0219          7.3677          1.4061
         39.4600          2.6149        -15.6063          3.5921
         39.4800         -0.1551        -21.8013         -1.3629
         39.5000          3.3409         -6.4463         -5.5329
         39.5200         -5.8571          1.3417         -5.2209
         39.5400         -5.3111          1.7577         -3.6679
         39.5600         -9.6241          8.7757         -1.6449
         39.5800        -16.9351         12.2377          1.7441
         39.6000         -1.1991          1.2787          2.0581
         39.6200         15.2019        -15.5163          0.8131
         39.6400          9.7989        -11.4623         -1.1919
         39.6600          4.8869         -5.5873         -4.7159
         39.6800         20.0799        -12.2613         -5.7659
         39.7000         22.8359         -1.6893         -4.7599
         39.7200          5.2609          7.7897         -2.5809
         39.7400         -1.8381         -1.1693         -0.4969
         39.7600          9.6119          3.3017         -0.6979
         39.7800         13.0169          9.6607         -1.1869
         39.8000         -7.0551         -2.2843          2.5281
         39.8200        -14.9121        -11.5023         -0.4649
         39.8400         -4.5491         -3.7133         -8.4059
         39.8600          4.9619         11.2777        -11.7349
         39.8800          8.4189         21.1917        -13.7179
         39.9000          2.4489         14.3267        -14.5469
         39.9200          7.4519         -0.0363         -7.3739
         39.9400         10.7419          0.0237          3.3191
         39.9600         -2.0471          8.3027          4.2771
         39.9800         -5.1211         16.3047         -1.2889
         40.0000         -0.4121          8.9187          0.9981
         40.0200          3.8439          9.0097          2.5831
         40.0400         12.6569         25.2907         -0.5969
         40.0600          7.6929         21.3827         -0.5999
         40.0800         -5.1691          6.9137          2.8131
         40.1000        -10.5041         -4.4773          8.9501
         40.1200         -5.4111        -12.6663         11.9021
         40.1400          8.2619         -9.7603          9.2171
         40.1600          8.0009        -11.4963          4.5181
         40.1800          5.7629        -21.0673          0.2931
         40.2000         14.3579        -19.2223         -5.5759
         40.2200         19.4609         -2.0973         -8.2749
         40.2400         11.7049          4.9297        -10.6579
         40.2600          4.9369         -6.2713         -9.0779
         40.2800         -1.3471         -7.3903          1.5111
         40.3000          5.2409         -1.5693          4.8241
         40.3200         16.0379         -7.3053         -0.5609
         40.3400          2.0179        -22.6603         -3.3079
         40.3600         -7.9091        -14.9023         -6.8159
         40.3800          3.2509         -2.9073         -9.6629
         40.4000          8.5799         -2.4763         -9.7349
         40.4200         -0.0431          5.8847         -6.9139
         40.4400        -13.0981         -0.0193          1.6851
         40.4600        -10.7931         -7.5473          6.3311
         40.4800         -1.2601        -15.5713          4.8041
         40.5000         -4.9821         -2.6493          2.3501
         40.5200         -3.7091         11.2907         -3.2059
         40.5400          0.1629          1.3227         -3.4099
         40.5600         -3.4261         12.8247          2.9001
         40.5800         -7.3791         23.8607          2.8281
         40.6000         -4.4221         23.3407         -4.0709
         40.6200          5.9389         17.2967         -1.7629
         40.6400         11.2439         -2.3483          3.6701
         40.6600         -6.9351         -9.9413          0.6541
         40.6800        -26.7521         -6.4563         -3.5039
         40.7000         -8.5321         -6.6623         -5.2339
         40.7200          3.2999         -5.7363         -4.0739
         40.7400        -13.6151        -10.9593         -3.4229
         40.7600        -13.2251        -11.3193         -6.9009
         40.7800          8.6219         -6.8763        -11.7609
         40.8000         24.8099         -6.8723        -10.7269
         40.8200         24.6339         -1.0063         -3.6209
         40.8400         10.2059         -0.6533         -3.4749
         40.8600         -2.5781         -6.3983         -9.8759
         40.8800          1.0899        -12.7743         -9.4929
         40.9000         10.4319        -15.5313         -3.6599
         40.9200          7.8309         -3.9613         -1.1409
         40.9400        -10.1621          4.0247         -4.0219
         40.9600        -29.6891         10.5007         -7.6129
         40.9800        -23.3411         15.3047         -8.6279
         41.0000         -6.5211          5.3457         -7.7169
         41.0200          0.8539          2.5377         -3.4829
         41.0400         -5.0821         13.9657          1.9271
         41.0600         -8.2251          1.3277         -0.7089
         41.0800          7.7649        -11.4013         -3.3919
         41.1000         16.4999          1.9807          1.0081
         41.1200          1.1539         -0.5803         -0.0769
         41.1400         -7.3651        -13.1193         -7.2669
         41.1600         -1.1001        -12.0633         -9.7919
         41.1800          0.2139         -3.7113         -6.1169
         41.2000          8.1059         -0.8063          1.3221
         41.2200         16.8859         -3.3113          2.7971
         41.2400         11.9849         -2.2163         -6.6239
         41.2600          3.4219         -6.7253        -15.8689
         41.2800          0.3769        -12.2083        -16.2109
         41.3000         -3.7811         -9.7403         -9.2649
         41.3200          0.7569         -0.8443         -1.2619
         41.3400         11.6219          5.6547          0.1481
         41.3600         16.5759          1.0547         -2.8959
         41.3800         13.5709         -7.4753         -3.7999
         41.4000         -0.0191          3.9517          0.3351
         41.4200        -10.8221         18.4517          4.5461
         41.4400        -15.5841         -0.9483          1.4381
         41.4600        -11.3491        -23.9483         -0.3659
         41.4800          2.1209        -16.2233          3.2151
         41.5000         14.8939         -6.0593          4.4401
         41.5200          9.7169        -11.6573          2.4971
         41.5400         -5.0871        -11.9183          0.6671
         41.5600         -7.4351          1.5597          0.8511
         41.5800         -5.4401         13.4317          2.2711
         41.6000         -2.0271         14.8507          0.5431
         41.6200         11.6559         13.4947         -4.8819
         41.6400          7.8069         12.9757         -9.7089
         41.6600        -11.1201         14.2637         -9.1619
         41.6800        -15.9121         17.9447         -1.5169
         41.7000        -13.7931         17.3247          2.6251
         41.7200        -10.8311          6.7997         -2.4679
         41.7400         -6.5151         -5.2553         -9.5779
         41.7600        -13.3421         -4.9633        -11.3879
         41.7800        -17.0961          3.1757         -6.9629
         41.8000         -3.2631         -4.3633         -2.5609
         41.8200          2.1819        -14.0113         -4.1659
         41.8400         -0.6851         -1.3873         -2.2719
         41.8600          0.2629          8.5807          3.0291
         41.8800         -2.4121          5.0287          4.6311
         41.9000         -9.9331         -3.1603          4.6241
         41.9200        -12.8411         -5.2733         -0.4729
         41.9400         -1.8521          3.1867         -4.8369
         41.9600          8.5229          3.8357         -5.5129
         41.9800         -3.8741         13.1307         -4.8869
         42.0000         -9.1111         21.8417         -3.2729
         42.0200         -3.4971          5.0267         -6.8469
         42.0400         -1.5031        -11.0193         -8.4569
         42.0600         13.7489        -12.9003         -3.6059
         42.0800         17.7469        -15.9433          3.3791
         42.1000         -0.5161        -25.6853          7.2611
         42.1200          1.8239        -14.1813          5.1761
         42.1400         15.9289          4.7737          3.0751
         42.1600          9.5429         -2.7553          5.6371
         42.1800         -2.0121         -5.9743          8.6061
         42.2000         -5.8131          6.4917          9.3751
         42.2200         -6.1131          0.0097          8.1521
         42.2400         -0.5031         -5.3723          3.7041
         42.2600         -0.2401          5.9127          0.1041
         42.2800        -13.4031         12.8207         -0.1009
         42.3000        -24.8371          1.6707          0.3491
         42.3200        -25.4451         -9.9023         -0.3809
         42.3400         -9.3181         -4.8743         -1.3459
         42.3600         -5.2751         -4.8903          0.0571
         42.3800        -13.7701         -7.1793          2.0811
         42.4000         -8.2941         -4.5243         -0.7499
         42.4200         -4.1881         -5.9773         -6.5569
         42.4400          4.1799         -4.9923         -7.3909
         42.4600          9.0049          5.4257         -3.6379
         42.4800          1.8999         19.1907          0.7931
         42.5000          3.2549         23.1487          2.3691
         42.5200          9.0789         12.1427          2.7751
         42.5400          6.5179         10.9197          5.1471
         42.5600         -1.6771         24.6207          9.9501
         42.5800         -4.3311         31.1507          7.4351
         42.6000          8.4899         15.3957         -4.7319
         42.6200         12.5849          7.2417        -10.3919
         42.6400          4.8269         11.1527         -9.6759
         42.6600          5.2819         -0.7913         -7.4979
         42.6800          0.6829        -21.9343         -0.9339
         42.7000         -6.6811        -15.7333          0.8631
         42.7200         -7.1391          3.8057         -3.5739
         42.7400         -5.4931         -3.1333         -4.4769
         42.7600         -5.0901          1.7537         -2.7769
         42.7800         -6.8111          7.9007         -0.1949
         42.8000         -9.4881          9.0617          3.9231
         42.8200        -12.1421         14.7447          4.9691
         42.8400        -13.6351          8.5777          3.7781
         42.8600        -12.0661          9.1837         10.2481
         42.8800         -3.7571          1.3587         13.5011
         42.9000         10.5859        -10.0133         13.4721
         42.9200         10.6609         -5.8603         14.7281
         42.9400         -4.3141          2.3987         10.7771
         42.9600        -11.9831          9.7917          5.3701
         42.9800         -3.5391          8.7837          5.2821
         43.0000         11.3309         -4.0013          8.0791
         43.0200         10.5989        -10.1563          5.7111
         43.0400         -4.0141         -9.6583          0.5351
         43.0600        -11.7561        -15.0803         -3.6929
         43.0800         -3.2351         -6.0813         -5.1339
         43.1000          0.3629          5.4397          1.5371
         43.1200        -11.1451         -3.0603          9.3541
         43.1400        -15.3451         -8.7583          8.1341
         43.1600         -9.3071         -5.1723          1.5481
         43.1800          0.1479          2.5597         -6.0359
         43.2000         10.1129          7.0737         -9.0729
         43.2200         -0.2541         -0.5523         -8.4149
         43.2400         -4.4861          4.4977        -10.4329
         43.2600         11.6649         11.5637         -6.6569
         43.2800         14.4619         15.3547         -1.0999
         43.3000         -1.1091          9.4507         -2.0659
         43.3200         -8.1131        -14.0253         -1.5579
         43.3400          7.3189        -15.0413          3.8151
         43.3600         16.9859          4.1397          6.6271
         43.3800         14.7969         19.2617          4.3171
         43.4000         12.6399          8.4477         -1.5419
         43.4200         10.0949         -5.2683         -1.5659
         43.4400          5.7259         -6.4563          5.0901
         43.4600         -9.8801        -12.8433          1.7181
         43.4800        -18.3941        -18.6283         -5.0939
         43.5000        -13.8881        -12.3653         -1.1299
         43.5200        -18.8591          3.6117          0.3491
         43.5400        -19.2301         11.0567         -4.3629
         43.5600         -7.3611          5.0727         -6.3259
         43.5800         -0.9011          1.8077         -6.2449
         43.6000          5.7339          8.3007         -7.0029
         43.6200         16.9709          2.5647         -9.0019
         43.6400         20.6379         -3.4693         -8.2879
         43.6600         17.3469         -4.1083         -6.5189
         43.6800         10.9909          3.5707         -8.5069
         43.7000          0.7779          6.1577         -9.2789
         43.7200         -1.9411         -8.6093         -7.1749
         43.7400         10.9069         -8.5953         -7.3989
         43.7600         14.6999          5.6057         -7.1459
         43.7800          5.0849         16.4917         -4.7269
         43.8000          6.9619         19.1887         -5.5349
         43.8200         17.1659         12.4417         -8.6139
         43.8400         14.6509         11.5647         -9.8539
         43.8600          5.8319          1.9797         -9.9989
         43.8800          1.5779         -7.1693         -9.7939
         43.9000         -5.1591          2.0957         -9.1579
         43.9200        -11.2721         10.2997         -7.7119
         43.9400         -7.9971          9.3847         -5.2739
         43.9600         -9.3381          2.8557         -3.1869
         43.9800        -13.7541         -0.0223         -4.5389
         44.0000         -4.7641          1.3217         -5.1439
         44.0200          3.3789          6.8067         -0.8309
         44.0400          8.9019         10.7277          2.4521
         44.0600          1.9959          7.2507          3.5541
         44.0800        -13.9491          4.6297         -1.2999
         44.1000        -13.6891          8.2267         -6.6259
         44.1200         -9.6111         12.3807         -1.7999
         44.1400         -8.5261          4.7227          5.8461
         44.1600         -1.1181         -6.1813          7.4791
         44.1800          7.7649        -11.2293          5.2161
         44.2000          4.1559        -16.0353          1.3911
         44.2200         -1.5331         -1.6503         -0.4859
         44.2400          7.3429         13.7647         -3.2569
         44.2600         11.1199          2.0997         -7.3669
         44.2800          1.2919         -7.7093         -6.6839
         44.3000         -4.1861         -3.0433         -3.6419
         44.3200         -4.1911         -2.0093         -1.2499
         44.3400         -2.2461         -6.6553          1.0711
         44.3600          1.4919         -9.1393         -0.7669
         44.3800          2.5889         -2.3373         -3.8649
         44.4000          1.3139          2.3817         -2.9329
         44.4200          0.8839         -6.7143         -0.4609
         44.4400          1.8379        -21.6213          1.0831
         44.4600         -2.1301        -28.2563          1.7881
         44.4800         -1.7671        -15.0513         -0.1779
         44.5000          8.4879          7.0897         -3.4579
         44.5200         10.4099         11.8477         -3.5029
         44.5400          4.2659        -11.1313         -1.7479
         44.5600         -1.3891        -18.8743          1.2931
         44.5800          0.0509         -0.2153          5.2471
         44.6000          3.7989         15.2747          3.8481
         44.6200         -5.4641          3.9677          3.2851
         44.6400         -8.8701         -4.3923          2.3221
         44.6600          0.2609         -2.4073          2.1791
         44.6800         -7.7941         -6.7033          6.3011
         44.7000        -12.6171         -2.7733          5.8611
         44.7200         -3.5111          1.4017          0.4581
         44.7400        -12.1011          1.4467         -3.6949
         44.7600        -14.2381          7.1167         -5.3609
         44.7800         -2.8241          9.0507         -3.3509
         44.8000         -2.2871          2.8187         -2.0649
         44.8200         -1.7481          8.9457         -0.5339
         44.8400          4.8529          9.8107          1.2861
         44.8600          4.4469          3.6287         -0.7209
         44.8800          4.0589          7.9887         -1.0859
         44.9000         13.9099         13.6577         -1.2469
         44.9200         10.9159          8.6637         -7.0839
         44.9400         -1.9221         -3.9143         -7.7689
         44.9600          0.8179         -0.2233          2.5101
         44.9800          3.8899         15.5607          5.7591
         45.0000         -5.0061         29.0497          0.1781
         45.0200        -11.8211         19.0527         -4.7329
         45.0400        -10.8841         -8.7123         -4.1479
         45.0600         -4.3021        -11.8213          0.6291
         45.0800          2.4739          4.7197          3.4271
         45.1000          0.4689         -1.0283          1.1011
